Seq1,neg
0.275308078502967,FALSE
0.316875847290856,FALSE
0.287083259047959,FALSE
0.277987549749974,FALSE
0.658069845348997,FALSE
0.377933326618995,FALSE
0.142219282288738,FALSE
0.286732863829229,FALSE
0.322588779155285,FALSE
0.27289335464718,FALSE
0.353692952749557,FALSE
0.368344860865369,FALSE
0.0965651328580687,FALSE
0.266111600352254,FALSE
0.246298219299258,FALSE
0.249839611401338,FALSE
0.506520913349935,FALSE
0.753509416450752,FALSE
0.219685561110776,FALSE
0.137294612151318,FALSE
0.325331908422048,FALSE
0.260069747166521,FALSE
0.254005157035972,FALSE
0.511263233304147,FALSE
0.651298969072165,FALSE
0.582426884496551,FALSE
0.141932938856016,FALSE
0.208342155409697,FALSE
0.373884794414275,FALSE
0.304265540835638,FALSE
0.426597582037997,FALSE
0.440497335701599,FALSE
0.445236369493436,FALSE
0.10507816113218,FALSE
0.28821214560415,FALSE
0.287538928529191,FALSE
0.0640648308672338,FALSE
0.323429812791515,FALSE
0.0805866645410705,FALSE
0.259425338898279,FALSE
0.241179932832462,FALSE
0.100066711140761,FALSE
0.236023539302228,FALSE
0.247424556805358,FALSE
0.0548863044610311,FALSE
0.294531693472091,FALSE
0.307416097838453,FALSE
0.0614525139664804,TRUE
0,TRUE
0.0618556701030928,TRUE
0,TRUE
0,TRUE
0.0140845070422535,TRUE
0,TRUE
0,TRUE
0,TRUE
0,TRUE
0.138849870174094,FALSE
0.303030303030303,FALSE
0.495400613251567,FALSE
0.109947126550378,FALSE
0.195991281678704,FALSE
0.249302844394869,FALSE
0.0918826944249825,FALSE
0.0700854700854701,FALSE
0.0836802445065079,FALSE
0.319824753559693,FALSE
0.377210101657394,FALSE
0.244941080861438,FALSE
0.348651590276938,FALSE
0.161339215633204,FALSE
0.151153661069321,FALSE
0.140938241680553,FALSE
0.43502176304587,FALSE
0.462595701503551,FALSE
0.569314257523434,FALSE
0.227616926503341,FALSE
0.174552043487014,FALSE
0.151611438946891,FALSE
0.501618409967632,FALSE
0.427605766958166,FALSE
0.454741379310345,FALSE
0.501010489846983,FALSE
0.349962584185582,FALSE
0.182817971100261,FALSE
0.153750270973336,FALSE
0.482916576848459,FALSE
0.293475526937975,FALSE
0.361959348810327,FALSE
0.345422145162067,FALSE
0.238301274514415,FALSE
0.23286756395767,FALSE
0.158589336158192,FALSE
0.402152518949705,FALSE
0.60529372718221,FALSE
0.402508355442235,FALSE
0.50137072491124,FALSE
0.225631219851375,FALSE
0.377861694595233,FALSE
0.197005660032865,FALSE
0.331714402432935,FALSE
0.162622036262204,FALSE
0.356234491315136,FALSE
0.312358305204292,FALSE
0.238053910557484,FALSE
0.308676398228637,FALSE
0.146369533375183,FALSE
0.185645735514163,FALSE
0.315871116429553,FALSE
0.260319389954136,FALSE
0.123263575681039,FALSE
0.4046272231565,FALSE
0.187806509139545,FALSE
0.107242465137202,FALSE
0.465380195364873,FALSE
0.395632432432432,FALSE
0.57910447761194,FALSE
0.814437218023086,FALSE
0.286455798864558,FALSE
0.178749554684717,FALSE
0.0649852779347471,FALSE
0.175403308566972,FALSE
0.172490263954998,FALSE
0.310139420237759,FALSE
0.39660895060021,FALSE
0.197340650063318,FALSE
0.101807145813216,FALSE
0.284217528687843,FALSE
0.209816726353486,FALSE
0.301179037469056,FALSE
0.258782296845709,FALSE
0.172024696614861,FALSE
0.190960022789859,FALSE
0.125814063237376,FALSE
0.457068397951719,FALSE
0.509550508410149,FALSE
0.467011767731979,FALSE
0.49422143802382,FALSE
0.437439215188803,FALSE
0.296185587107674,FALSE
0.062593005952381,FALSE
0.383914942891731,FALSE
0.30559021712004,FALSE
0.677613240418118,FALSE
0.146441331138854,FALSE
0.25569839892736,FALSE
0.213239517518667,FALSE
0.0750755865945578,FALSE
0.438398220244716,FALSE
0.390029325513197,FALSE
0.450544542549902,FALSE
0.436541080344984,FALSE
0.343896020194425,FALSE
0.15834309925178,FALSE
0.0991318392893196,FALSE
0.312373645741538,FALSE
0.292458925604578,FALSE
0.346959779342143,FALSE
0.307572614107884,FALSE
0.214083635399169,FALSE
0.209797200799772,FALSE
0.231364441819256,FALSE
0.512984773074459,FALSE
0.395810536188839,FALSE
0.166054772772375,FALSE
0.508432938063968,FALSE
0.362196071248684,FALSE
0.113057825267128,FALSE
0.375678320434125,FALSE
0.263187610904985,FALSE
0.473684210526316,FALSE
0.292869565217391,FALSE
0.34909270460437,FALSE
0.232764536346585,FALSE
0.133853215537239,FALSE
0.352111276701441,FALSE
0.380348109405813,FALSE
0.353118974412424,FALSE
0.324642319277108,FALSE
0.506847407269857,FALSE
0.272576636288318,FALSE
0.162593757561094,FALSE
0.218066576349913,FALSE
0.319614535233889,FALSE
0.342043863742417,FALSE
0.435486935866983,FALSE
0.247035109923593,FALSE
0.301024335366215,FALSE
0.211558798646362,FALSE
0.191814818157206,FALSE
0.330685251973877,FALSE
0.442119723146827,FALSE
0.44489674344718,FALSE
0.389472734653376,FALSE
0.356008146639511,FALSE
0.145524691358025,FALSE
0.249451178772549,FALSE
0.162438702376462,FALSE
0.150372766915178,FALSE
0.233679294239751,FALSE
0.372413160189052,FALSE
0.23013670988246,FALSE
0.159595194285096,FALSE
0.144777466394338,FALSE
0.277134230030195,FALSE
0.224401190301966,FALSE
0.267813144265098,FALSE
0.317238856665099,FALSE
0.256661517667503,FALSE
0.168770907521312,FALSE
0.550002524105205,FALSE
0.239682608133167,FALSE
0.356660333544437,FALSE
0.603093903445878,FALSE
0.705621529919803,FALSE
0.224218144223314,FALSE
0.159413137114142,FALSE
0.329610566184326,FALSE
0.283825304510041,FALSE
0.278651104698738,FALSE
0.225144916946758,FALSE
0.286210389234554,FALSE
0.268500992567287,FALSE
0.104416295789113,FALSE
0.399059871350816,FALSE
0.414422241529105,FALSE
0.141307800517312,FALSE
0.549944161806676,FALSE
0.155151228733459,FALSE
0.300177541056369,FALSE
0.277389167218074,FALSE
0.21959040689841,FALSE
0.37412745897924,FALSE
0.221427325074158,FALSE
0.278513912954847,FALSE
0.333605738672478,FALSE
0.0304054054054054,TRUE
0,TRUE
0,TRUE
0,TRUE
0,TRUE
0,TRUE
0,TRUE
0,TRUE
0.0138673042438733,TRUE
0,TRUE
0.188025163873125,FALSE
0.288177502307794,FALSE
0.812586608983675,FALSE
0.603652407014409,FALSE
0.885064935064935,FALSE
0.214058702561226,FALSE
0.130970093736051,FALSE
0.464060664316992,FALSE
0.376377811631867,FALSE
0.53459825223571,FALSE
0.536228935679653,FALSE
0.506755260243632,FALSE
0.225464428648229,FALSE
0.157351989647363,FALSE
0.389572611322444,FALSE
0.210069601373949,FALSE
0.71493654409372,FALSE
0.62638223770135,FALSE
0.709290819131391,FALSE
0.352070032251695,FALSE
0.170071300468046,FALSE
0.101102941176471,FALSE
0.299026268115942,FALSE
0.247294391370254,FALSE
0.66180209675734,FALSE
0.741411745460494,FALSE
0.695664124235553,FALSE
0.119147488946831,FALSE
0.0574346512544332,FALSE
0.28294437277667,FALSE
0.359502848265148,FALSE
0.455175871000084,FALSE
0.342809905473889,FALSE
0.193987993514745,FALSE
0.0326214770701362,FALSE
0.120279636711281,FALSE
0.254456415279138,FALSE
0.582462816977981,FALSE
0.787040775131207,FALSE
0.484078914745156,FALSE
0.113079367398371,FALSE
0.0648816595083615,FALSE
0.378420956219088,FALSE
0.311536573392244,FALSE
0.617627015976376,FALSE
0.793335314659336,FALSE
0.763533697632058,FALSE
0.364512338425382,FALSE
0.0533893720610878,FALSE
0.245435598165903,FALSE
0.370745495230244,FALSE
0.586481782967496,FALSE
0.556609079951788,FALSE
0.738828097423226,FALSE
0.252242724819488,FALSE
0.142120319001387,FALSE
0.426159118120639,FALSE
0.399930822776601,FALSE
0.710067012455988,FALSE
0.769038802125262,FALSE
0.799237519781326,FALSE
0.450900473933649,FALSE
0.0900053022269353,FALSE
0.320594983780362,FALSE
0.287887523839092,FALSE
0.553015308801551,FALSE
0.734064561458293,FALSE
0.696750902527076,FALSE
0.404879323295993,FALSE
0.037648272305312,FALSE
0.302527581096657,FALSE
0.379442224227579,FALSE
0.662802227137518,FALSE
0.737023411371238,FALSE
0.764774125505361,FALSE
0.382885874205483,FALSE
0.059041848134823,FALSE
0.345396044973067,FALSE
0.395803710768164,FALSE
0.552087515054195,FALSE
0.190207656073774,FALSE
0.64935917366221,FALSE
0.246140612974784,FALSE
0.0474253430185634,FALSE
0.321456436931079,FALSE
0.285493888207603,FALSE
0.794122380661152,FALSE
0.379571013629255,FALSE
0.34309534893563,FALSE
0.336303604105339,FALSE
0,FALSE
0.379896685320706,FALSE
0.378960662679692,FALSE
0.626261616868192,FALSE
0.697573975372174,FALSE
0.67935175806685,FALSE
0.231989568618929,FALSE
0.0342708829916839,FALSE
0.176978898118973,FALSE
0.364425592642512,FALSE
0.526770146714863,FALSE
0.687088462639565,FALSE
0.552111910905881,FALSE
0.301736035447084,FALSE
0.0340302289799982,FALSE
0.190248255719617,FALSE
0.157492107180442,FALSE
0.279025392631733,FALSE
0.471749696233293,FALSE
0.333563604065923,FALSE
0.0865785963251431,FALSE
0.0511913708500951,FALSE
0.362417198358191,FALSE
0.324538258575198,FALSE
0.521510204081633,FALSE
0.682879234167894,FALSE
0.727721767372623,FALSE
0.441731797061746,FALSE
0.0417277090174286,FALSE
0.286322725811636,FALSE
0.364823145452942,FALSE
0.571570538546803,FALSE
0.36131349757701,FALSE
0.587382835870505,FALSE
0.224343217084038,FALSE
0.057674500639358,FALSE
0,FALSE
0.0225600784698382,FALSE
0.601151522778757,FALSE
0.771737118173403,FALSE
0.778608188284656,FALSE
0.225508538672824,FALSE
0.0335958770906262,FALSE
0.290988334828868,FALSE
0.225349105350814,FALSE
0.499431212228937,FALSE
0.562273625288113,FALSE
0.457628848443613,FALSE
0.198867126185764,FALSE
0.0644202613522136,FALSE
0.386776633243215,FALSE
0.268700004677925,FALSE
0.516262696637454,FALSE
0.740076601671309,FALSE
0.390288641240396,FALSE
0.209418039964971,FALSE
0.0600234277174133,FALSE
0.289284151048506,FALSE
0.245031542000664,FALSE
0.635179535320347,FALSE
0.668311572598609,FALSE
0.477394720823419,FALSE
0.326990526103608,FALSE
0.0412878787878788,FALSE
0.225173783515392,FALSE
0.171986044708619,FALSE
0.494528635355169,FALSE
0.651743737281594,FALSE
0.650828468261735,FALSE
0.290583533173461,FALSE
0.0629604822505023,FALSE
0.275285024154589,FALSE
0.274274621277776,FALSE
0.47354714423317,FALSE
0.736129096523558,FALSE
0.65985449194801,FALSE
0.272149639465981,FALSE
0.0567593568189106,FALSE
0.278167610238418,FALSE
0.31706106870229,FALSE
0.635470612412659,FALSE
0.6326995373048,FALSE
0.403602885207873,FALSE
0.300080289040546,FALSE
0.172346640701071,FALSE
0.596615931391486,FALSE
0.273039385873549,FALSE
0.602826710364605,FALSE
0.80524870697912,FALSE
0.63391098857818,FALSE
0.404650214154599,FALSE
0.0176800344976283,TRUE
0.00912200684150513,TRUE
0,TRUE
0.0100603621730382,TRUE
0,TRUE
0,TRUE
0.00619872379216044,TRUE
0.00225903614457831,TRUE
0.0196790796245837,TRUE
0.00741198270537369,TRUE
