Seq1,neg
0.147982252271287,FALSE
0.510927222575854,FALSE
0.418747615211769,FALSE
0.188533781889543,FALSE
0.546699929971989,FALSE
0.402507928407393,FALSE
0.0846876042510604,FALSE
0.70355466130114,FALSE
0.487700117141742,FALSE
0.36109818520242,FALSE
0.246441505937842,FALSE
0.175214398555631,FALSE
0.267747549693139,FALSE
0.323203026481715,FALSE
0.299500972680369,FALSE
0.105090975923543,FALSE
0.452542372881356,FALSE
0.123443195625759,FALSE
0.379104597148807,FALSE
0.698667181765501,FALSE
0.33123225914176,FALSE
0.0955359774670029,FALSE
0.375950333654261,FALSE
0.26224199503662,FALSE
0.176373991125397,FALSE
0.32383069613356,FALSE
0.578653631499942,FALSE
0.371827411167513,FALSE
0.117319740067707,FALSE
0.325164661294477,FALSE
0.257351257645635,FALSE
0.263950059361955,FALSE
0.37769243613291,FALSE
0.632915964363111,FALSE
0.498937962352597,FALSE
0.109454933568879,FALSE
0.445781882328525,FALSE
0.33457983489734,FALSE
0.226497737556561,FALSE
0.374795289713796,FALSE
0.592133473667797,FALSE
0.271374147249048,FALSE
0.0886325267304446,FALSE
0.369668246445498,FALSE
0.322266560255387,FALSE
0.393164230438521,FALSE
0.376165011459129,FALSE
0.718773946360153,FALSE
0.147473073736537,FALSE
0.115744844864136,FALSE
0.414399316508938,FALSE
0.414263894517004,FALSE
0.314785032700761,FALSE
0.370002846801415,FALSE
0.455792625156327,FALSE
0.239441303624875,FALSE
0.107430296062087,FALSE
0.291792841059088,FALSE
0.321980620602146,FALSE
0.222716317593944,FALSE
0.462495160665892,FALSE
0.808434075930943,FALSE
0.523177048744853,FALSE
0.109308465338103,FALSE
0.422833449389125,FALSE
0.445678313764323,FALSE
0.307923056732536,FALSE
0.32760172568981,FALSE
0.350253112600903,FALSE
0.133085857100853,FALSE
0.307909036023345,FALSE
0.399563475025047,FALSE
0.289997329059829,FALSE
0.410030864197531,FALSE
0.592885743551541,FALSE
0.580428319041669,FALSE
0.171867516486755,FALSE
0.441347850697566,FALSE
0.49991718426501,FALSE
0.299625468164794,FALSE
0.591733792132635,FALSE
0.696499339498018,FALSE
0.639329179038936,FALSE
0.150097150259067,FALSE
0.31172288186053,FALSE
0.323116864385389,FALSE
0.310004243990895,FALSE
0.43239350401498,FALSE
0.609830602610386,FALSE
0.376289522110076,FALSE
0.14353818150299,FALSE
0.338956264816024,FALSE
0.306970355957422,FALSE
0.310426456559375,FALSE
0.338063025903316,FALSE
0.283745150091893,FALSE
0.361290002972357,FALSE
0.107156541359785,FALSE
0.303933380581148,FALSE
0.25879562920269,FALSE
0.269057423559547,FALSE
0.277747719894883,FALSE
0.489229336831859,FALSE
0.327179148172632,FALSE
0.104346231432239,FALSE
0.305183782725077,FALSE
0.332361516034985,FALSE
0.116337052062204,FALSE
0.419484511704895,FALSE
0.431989128373681,FALSE
0.0667226969230051,FALSE
0.247507395639312,FALSE
0.248389827389496,FALSE
0.232881384838407,FALSE
0.31134459369597,FALSE
0.670709793351303,FALSE
0.203081898601731,FALSE
0.0664008916323731,FALSE
0.297539878156536,FALSE
0.243074439157036,FALSE
0.257921392993177,FALSE
0.351522898576277,FALSE
0.760176360559366,FALSE
0.452039143609359,FALSE
0.0736004327164548,FALSE
0.198252342730616,FALSE
0.243651173933876,FALSE
0.220729952470239,FALSE
0.262216194934162,FALSE
0.62109041956473,FALSE
0.390431138221503,FALSE
0.0871057208668265,FALSE
